ID,NOx,SO2,PM10,PM2.5,NMVOC,NH3
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0.0773399557416355
96,0,0,0,0,0,0
97,0,0,0,0,0,0.0523916084022101
98,0,0,0,0,0,0.19555008928835
99,0,0,0,0,0,0
100,0,0,0,0,0,0
102,0,0,0,0,0,0
103,0,0,0,0,0,0
104,0,0,0,0,0,0
186,0,0,0,0,0,0.60798655907059
187,0,0,0,0,0,1.44090235501618
188,0,0,0,0,0,0.929322482610475
189,0,0,0,0,0,1.12458103383656
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
275,0,0,0,0,0,0
276,0,0,0,0,0,0
277,0,0,0,0,0,0
278,0,0,0,0,0,0
279,0,0,0,0,0,0.00849250436000691
280,0,0,0,0,0,0.00257620659559018
281,0,0,0,0,0,3.21584354114697
282,0,0,0,0,0,0.174821854936765
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0.262741750135743
286,0,0,0,0,0,0.165671243096563
287,0,0,0,0,0,0.133866839934228
365,0,0,0,0,0,0.513151830586812
366,0,0,0,0,0,0
367,0,0,0,0,0,0
368,0,0,0,0,0,0
369,0,0,0,0,0,0
370,0,0,0,0,0,0.984575470336486
371,0,0,0,0,0,0.0539023846892266
372,0,0,0,0,0,0
373,0,0,0,0,0,0
374,0,0,0,0,0,0
375,0,0,0,0,0,0.010571386984235
376,0,0,0,0,0,0.0194177139920667
377,0,0,0,0,0,0
386,0,0,0,0,0,0
387,0,0,0,0,0,0
454,0,0,0,0,0,0
455,0,0,0,0,0,0.186224345869917
456,0,0,0,0,0,0.474318399430889
457,0,0,0,0,0,0.437258777510585
458,0,0,0,0,0,0.912327419947199
459,0,0,0,0,0,1.72903126796212
460,0,0,0,0,0,0.770901575956761
461,0,0,0,0,0,1.67761627564314
462,0,0,0,0,0,0.732933664854884
463,0,0,0,0,0,0.823471562039915
464,0,0,0,0,0,0
465,0,0,0,0,0,0
466,0,0,0,0,0,0.132802584162537
467,0,0,0,0,0,0.0580064930637168
468,0,0,0,0,0,0
469,0,0,0,0,0,0
472,0,0,0,0,0,0
473,0,0,0,0,0,0
474,0,0,0,0,0,0
475,0,0,0,0,0,0
